id,center,availability,coefficient,total_dots,dot_ids,dot_coordinates,grids_ind_to_ind_distances,distance_avg,space_mean_speed,grid_density
115,"[84.0, 41.569219381653056]",t,1,4,"[90, 103, 399, 616]","[[84.28452736581862, 40.58511709611536], [83.69284258480981, 43.762439444475454], [83.16401673306056, 44.178179881987354], [86.44983366545144, 39.008194432074696]]","[0.98, 1.14, 0.81, 0.2, 1.67, 1.86]",1.66,1.0093514,0.09624639
41,"[60.0, 13.856406460551018]",f,Infinity,2,"[57, 94]","[[61.77268311642018, 16.134380703010255], [59.073749419420984, 11.93513533189743]]",[1.52],0.76,1.0276757,0.048123196
89,"[102.0, 31.17691453623979]",f,Infinity,0,[],[],[],0,1.046,0
90,"[0.0, 34.64101615137754]",f,Infinity,3,"[280, 481, 507]","[[2.122780296326828, 35.86334217507918], [0.6838635562183629, 33.88652156194913], [2.311586605586036, 36.680705932458174]]","[0.74, 0.25, 0.98]",0.65,1.0185136,0.07218479
91,"[12.0, 34.64101615137754]",t,1,2,"[43, 294]","[[11.321608410024645, 35.25967031915284], [12.29583602304459, 33.69936744060029]]",[0.56],0.28,1.0276757,0.048123196
232,"[90.0, 86.60254037844386]",t,1,2,"[478, 553]","[[92.90170673106591, 85.53868371551104], [92.52991347497542, 86.74414524582322]]",[0.38],0.19,1.0276757,0.048123196
164,"[24.0, 62.35382907247958]",t,1,2,"[95, 130]","[[25.322864571267747, 62.391674289604595], [26.24702862127671, 63.33602977609244]]",[0.4],0.2,1.0276757,0.048123196
165,"[36.0, 62.35382907247958]",t,1,1,[512],"[[33.287915855293, 63.086820486937405]]",[],0,1.0368378,0.024061598
243,"[6.0, 93.53074360871936]",t,1,5,"[156, 168, 258, 406, 587]","[[5.292922720548998, 96.96631062478966], [4.664892838131052, 91.36570182772869], [5.962183911025267, 90.33134637095567], [7.6298319645480985, 95.47716098852413], [5.0805184655425535, 91.13259793559853]]","[1.71, 2.03, 0.84, 1.77, 0.5, 1.54, 0.14, 1.64, 0.36, 1.53]",2.41,1.0001892,0.12030799
244,"[18.0, 93.53074360871936]",t,1,3,"[313, 400, 604]","[[15.452208540697427, 95.73209745461094], [18.182851409762232, 91.72474573905775], [17.685847817236674, 92.27640374184404]]","[1.47, 1.25, 0.22]",0.98,1.0185136,0.07218479
267,"[78.0, 100.45894683899488]",t,1,1,[154],"[[78.54512394754663, 97.69265474559569]]",[],0,1.0368378,0.024061598
307,"[12.0, 117.77945491468365]",t,1,2,"[259, 583]","[[11.494773435432698, 120.60583202033985], [9.257347614202217, 118.90728630927745]]",[0.85],0.42,1.0276757,0.048123196
308,"[24.0, 117.77945491468365]",t,1,1,[78],"[[27.347737190224134, 118.06744062084294]]",[],0,1.0368378,0.024061598
310,"[48.0, 117.77945491468365]",t,1,3,"[50, 163, 447]","[[46.11415595291134, 114.87006997185657], [49.72605920473784, 118.65460418650456], [47.06456101999604, 115.23877367116086]]","[1.59, 0.31, 1.31]",1.07,1.0185136,0.07218479
123,"[78.0, 45.03332099679081]",t,1,3,"[22, 76, 424]","[[76.8594678484054, 47.718640306632786], [74.63902130648718, 44.59944646846306], [75.81598835424715, 45.116860046020875]]","[1.16, 0.85, 0.39]",0.8,1.0185136,0.07218479
153,"[6.0, 58.88972745734183]",t,1,0,[],[],[],0,1.046,0
155,"[30.0, 58.88972745734183]",t,1,3,"[86, 132, 597]","[[31.526286797584607, 56.59692431168455], [28.61711854962445, 59.769324320956684], [31.55659547424181, 57.233143880270205]]","[1.31, 0.19, 1.18]",0.89,1.0185136,0.07218479
156,"[42.0, 58.88972745734183]",t,1,0,[],[],[],0,1.046,0
202,"[48.0, 76.2102355330306]",f,Infinity,1,[271],"[[47.716578395271306, 73.07973298480813]]",[],0,1.0368378,0.024061598
203,"[60.0, 76.2102355330306]",f,Infinity,7,"[14, 124, 179, 240, 256, 304, 387]","[[59.915246291893325, 78.62350286365496], [61.71760205476792, 74.30734644057621], [63.139460085476294, 76.59017374712057], [59.68677517693103, 74.76055267671241], [61.110167533732046, 76.22593575797664], [59.415289870786005, 75.68565410270709], [57.452608937510455, 78.49352644259383]]","[1.42, 1.16, 1.17, 0.81, 0.9, 0.75, 0.81, 0.63, 0.61, 0.81, 1.82, 1.19, 0.62, 1.16, 1.82, 0.62, 0.29, 1.32, 0.54, 1.31, 1.04]",2.97,0.9818649,0.16843118
58,"[48.0, 20.784609690826528]",f,Infinity,2,"[207, 503]","[[46.332608660619286, 22.56383176153715], [48.923252156452506, 18.428817986354435]]",[1.48],0.74,1.0276757,0.048123196
189,"[6.0, 72.74613391789283]",t,1,1,[356],"[[6.314838526262072, 72.86219191311471]]",[],0,1.0368378,0.024061598
215,"[102.0, 79.67433714816835]",f,Infinity,0,[],[],[],0,1.046,0
22,"[48.0, 6.928203230275509]",t,1,2,"[55, 396]","[[47.21898619486639, 6.681160512734946], [49.59572747064626, 8.917841384820298]]",[0.99],0.49,1.0276757,0.048123196
23,"[60.0, 6.928203230275509]",t,1,0,[],[],[],0,1.046,0
24,"[72.0, 6.928203230275509]",t,1,5,"[61, 390, 492, 532, 576]","[[70.59191393129923, 8.536168840735893], [71.17977498343848, 4.554246380855835], [72.814055575191, 8.82431505817954], [70.62005138568847, 4.230229024385082], [72.35502229355413, 9.543209586264771]]","[1.22, 0.68, 1.31, 0.61, 1.39, 0.19, 1.56, 1.55, 0.25, 1.7]",2.09,1.0001892,0.12030799
137,"[30.0, 51.96152422706632]",t,1,2,"[62, 521]","[[26.872170248875477, 53.205897110327896], [30.519205392673978, 52.73852926852047]]",[1.12],0.56,1.0276757,0.048123196
142,"[90.0, 51.96152422706632]",t,1,5,"[176, 220, 423, 506, 609]","[[93.55715516479718, 52.511721397294586], [90.99223836126042, 49.675149673035286], [89.58189076728236, 52.70175097112456], [91.67489506513184, 48.75067801734186], [90.2413910742629, 53.13028546427935]]","[1.16, 1.21, 1.28, 1.02, 1.01, 0.35, 1.07, 1.36, 0.23, 1.4]",2.01,1.0001892,0.12030799
143,"[102.0, 51.96152422706632]",f,Infinity,0,[],[],[],0,1.046,0
145,"[12.0, 55.42562584220407]",t,1,1,[244],"[[8.643163775240394, 55.36655302626319]]",[],0,1.0368378,0.024061598
147,"[36.0, 55.42562584220407]",t,1,0,[],[],[],0,1.046,0
38,"[24.0, 13.856406460551018]",f,Infinity,1,[595],"[[23.748798152420065, 15.266219953626528]]",[],0,1.0368378,0.024061598
169,"[84.0, 62.35382907247958]",f,Infinity,2,"[305, 487]","[[83.04157841309033, 65.26071647635324], [83.52538558582964, 64.39389886379979]]",[0.3],0.15,1.0276757,0.048123196
207,"[6.0, 79.67433714816835]",t,1,3,"[265, 415, 419]","[[5.050233182193235, 78.47251746575274], [4.637916224515864, 78.873357680537], [7.168072839641043, 76.22570850827292]]","[0.17, 0.94, 1.11]",0.74,1.0185136,0.07218479
208,"[18.0, 79.67433714816835]",t,1,1,[107],"[[19.09494138955894, 78.1623640642579]]",[],0,1.0368378,0.024061598
209,"[30.0, 79.67433714816835]",t,1,3,"[32, 213, 531]","[[28.420835724249066, 80.96607252545883], [32.95836189176463, 79.35056385507306], [31.159429226689525, 83.1208145062424]]","[1.46, 1.06, 1.27]",1.26,1.0185136,0.07218479
212,"[66.0, 79.67433714816835]",f,Infinity,2,"[38, 233]","[[65.80752442695204, 76.79655427352637], [66.70351927052239, 79.31684691806957]]",[0.81],0.4,1.0276757,0.048123196
